submissionID,studyCountry,studyCity,studyLon,studyLat,birthCountry,birthCity,birthLat,birthLon,transitCountry1,transitLat1,transitLon1,transitCountry2,transitLat2,transitLon2,transitCountry3,transitLat3,transitLon3,countryID,weight
SInt-AUTH-ST-017-GRC,Greece,Attiki,38.0626,23.7997,DR Congo,Kinshasa City,-4.49522,15.8492,Congo Brazzaville,15.41987322,-1.594456753,Turkey,32.38075029,39.52890223,,,,2,3
SInt-AAU-Bhy-019-ET,Ethiopia,Addis Ababa,8.966,38.7815,Eritrea,Anseba,15.2792,39.0563,Sudan,31.34054813,15.54952248,,,,,,,3,3
SInt-AAU-Bhy-017-ET,Ethiopia,Addis Ababa,8.966,38.7815,Eritrea,Maekel,14.858,38.9679,Sudan,31.34054813,15.54952248,,,,,,,3,3
SInt-AAU-Sgt-010-ET,Ethiopia,Addis Ababa,8.966,38.7815,Eritrea,Semenawi Keyih Bahri,16.6263,37.9175,,,,,,,,,,3,3
SInt-FIERI-YSH-115-ITA,Italy,Roma,41.965,12.7308,Eritrea,Anseba,15.2792,39.0563,Ethiopia,39.58541543,9.425119357,,,,,,,3,3
SInt-FIERI-YSH-143-ITA,Italy,Roma,41.965,12.7308,Eritrea,Maekel,14.858,38.9679,Ethiopia,39.58541543,9.425119357,,,,,,,3,3
SInt-YU-KM-008-JOR,Jordan,Ajlun,32.2932,35.761,Syria,Damascus,33.5101,36.2897,,,,,,,,,,4,3
SInt-YU-RA-023-JOR,Jordan,Irbid,32.5559,35.8195,Syria,Aleppo,36.1054,37.601,,,,,,,,,,4,3
SInt-YU-RA-002-JOR,Jordan,Irbid,32.5559,35.8195,Syria,Dar`a,32.8686,36.1698,Syria,38.33040012,35.10949947,,,,,,,4,3
SInt-FIERI-FR-003-ITA,Italy,Udine,46.0839,13.1961,Pakistan,K.P.,34.9407,72.6402,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,Bulgaria,25.29017476,42.7400861,5,3
SInt-AAU-Asm-024-ET,Ethiopia,Tigray,14.1003,38.2158,Ethiopia,Amhara,11.6981,37.7222,,,,,,,,,,99,3
SInt-FIERI-GG-025-ITA,Italy,Turin,45.1609,7.47211,Mali,Timbuktu,19.9073,-3.295,Algeria,2.895104767,30.67591097,Libya,17.36281363,28.84775861,,,,99,3
SInt-AUTH-NM-230-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Balkh,36.6851,67.2185,Turkey,32.38075029,39.52890223,,,,,,,1,2
SInt-AUTH-NM-225-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Bamyan,34.9693,67.2365,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,2
SInt-AUTH-NM-246-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Bamyan,34.9693,67.2365,Turkey,32.38075029,39.52890223,,,,,,,1,2
SInt-AUTH-NM-204-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Ghor,34.002,64.9224,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,2
SInt-AUTH-NM-242-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Kabul,34.4949,69.3846,Pakistan,69.51473907,29.44411196,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,1,2
SInt-AUTH-NM-231-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Uruzgan,32.807,66.0947,Turkey,32.38075029,39.52890223,,,,,,,1,2
SInt-AUTH-NM-235-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Wardak,34.4269,68.1087,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,2
SInt-SHARP-SK-315-PAK,Pakistan,N.W.F.P.,34.9407,72.6402,Afghanistan,Nangarhar,34.2153,70.3027,,,,,,,,,,1,2
SInt-SHARP-AI-041-PAK,Pakistan,Punjab,31.3589,72.3449,Afghanistan,Faryab,35.8043,64.7678,,,,,,,,,,1,2
SInt-SHARP-AR-187-PAK,Pakistan,Sind,26.3734,68.8685,Afghanistan,Kunduz,36.9043,68.682,Iran,51.71888023,33.94539376,,,,,,,1,2
SInt-SHARP-AI-046-PAK,Pakistan,Sind,26.3734,68.8685,Afghanistan,Logar,34.0857,69.3047,,,,,,,,,,1,2
SInt-FIERI-FR-019-ITA,Italy,Udine,46.0839,13.1961,Afghanistan,Nangarhar,34.2153,70.3027,Pakistan,69.51473907,29.44411196,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,1,2
SInt-AUTH-NM-287-GRC,Greece,Voreio Aigaio,39.9531,25.2262,Afghanistan,Bamyan,34.9693,67.2365,Turkey,32.38075029,39.52890223,,,,,,,1,2
SInt-AUTH-NM-277-GRC,Greece,Voreio Aigaio,39.9531,25.2262,Afghanistan,Hirat,34.1551,62.4845,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,2
SInt-AUTH-NM-285-GRC,Greece,Voreio Aigaio,39.9531,25.2262,Afghanistan,Hirat,34.1551,62.4845,Turkey,32.38075029,39.52890223,,,,,,,1,2
SInt-AUTH-NM-283-GRC,Greece,Voreio Aigaio,39.9531,25.2262,Afghanistan,Kabul,34.4949,69.3846,Turkey,32.38075029,39.52890223,,,,,,,1,2
SInt-AUTH-ST-012-GRC,Greece,Attiki,38.0626,23.7997,DR Congo,Ã‰quateur,1.21836,20.4731,Turkey,32.38075029,39.52890223,,,,,,,2,2
SInt-AUTH-ST-001-GRC,Greece,Attiki,38.0626,23.7997,DR Congo,Bas-Congo,-5.31907,14.2052,Turkey,32.38075029,39.52890223,,,,,,,2,2
SInt-ULEI-IA-046-COD,DR Congo,Sud-Kivu,-3.10474,28.1159,DR Congo,Kinshasa City,-4.49522,15.8492,,,,,,,,,,2,2
SInt-AAU-Bhy-036-ET,Ethiopia,Addis Ababa,8.966,38.7815,Eritrea,Semenawi Keyih Bahri,16.6263,37.9175,Sudan,31.34054813,15.54952248,,,,,,,3,2
SInt-AAU-HAG-026-ET,Ethiopia,Afar,12.1232,41.0236,Eritrea,Maekel,14.858,38.9679,Yemen,47.00514948,15.36613848,Djibouti,42.58328297,11.65680394,,,,3,2
SInt-AAU-AHA-027-ET,Ethiopia,Afar,12.1232,41.0236,Eritrea,Semenawi Keyih Bahri,16.6263,37.9175,Djibouti,42.58328297,11.65680394,,,,,,,3,2
SInt-FIERI-YSH-131-ITA,Italy,Milano,45.442,9.1154,Eritrea,Maekel,14.858,38.9679,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,,,,3,2
SInt-FIERI-YSH-148-ITA,Italy,Roma,41.965,12.7308,Eritrea,Maekel,14.858,38.9679,Ethiopia,39.58541543,9.425119357,Sudan,31.34054813,15.54952248,Egypt,30.66905988,28.46983608,3,2
SInt-FIERI-YSH-120-ITA,Italy,Roma,41.965,12.7308,Eritrea,Maekel,14.858,38.9679,,,,,,,,,,3,2
SInt-FIERI-GG-019-ITA,Italy,Turin,45.1609,7.47211,Eritrea,Anseba,15.2792,39.0563,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,,,,3,2
SInt-AUTH-MN-047-GRC,Greece,Attiki,38.0626,23.7997,Syria,Dayr Az Zawr,35.0736,40.275,Syria,38.33040012,35.10949947,,,,,,,4,2
SInt-AUTH-MN-008-GRC,Greece,Attiki,38.0626,23.7997,Syria,Hamah,35.2352,37.22,Turkey,32.38075029,39.52890223,,,,,,,4,2
SInt-YU-TY-060-JOR,Jordan,Irbid,32.5559,35.8195,Syria,Hamah,35.2352,37.22,,,,,,,,,,4,2
SInt-SHARP-ZA-243-PAK,Pakistan,Sind,26.3734,68.8685,Pakistan,Baluchistan,27.5194,65.5512,,,,,,,,,,5,2
SInt-FIERI-FR-016-ITA,Italy,Udine,46.0839,13.1961,Pakistan,Azad Kashmir,33.868,73.8036,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,Greece,23.29359968,38.30578202,5,2
SInt-FIERI-FR-035-ITA,Italy,Udine,46.0839,13.1961,Pakistan,F.A.T.A.,32.6148,69.8985,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,Bulgaria,25.29017476,42.7400861,5,2
SInt-FIERI-GG-005-ITA,Italy,Imperia,44.011,7.81935,Mali,Kayes,13.7959,-10.1984,Algeria,2.895104767,30.67591097,Libya,17.36281363,28.84775861,,,,99,2
SInt-FIERI-YSH-164-ITA,Italy,Roma,41.965,12.7308,Sudan,Kassala,15.6265,35.5979,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,,,,99,2
SInt-FIERI-GG-012-ITA,Italy,Turin,45.1609,7.47211,Somalia,Banaadir,2.12409,45.436,Ethiopia,39.58541543,9.425119357,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,99,2
SInt-FIERI-GG-023-ITA,Italy,Turin,45.1609,7.47211,Gambia,Banjul,13.4063,-16.6831,Senegal,-14.64932269,14.53477292,Mali,-6.125955399,13.6067015,Burkina Faso,-1.656006428,12.52788264,99,2
SInt-FIERI-GG-043-ITA,Italy,Turin,45.1609,7.47211,Nigeria,Delta,5.44265,5.88195,,,,,,,,,,99,2
SInt-FIERI-GG-083-ITA,Italy,Turin,45.1609,7.47211,Cote d'Ivoire,Dix-Huit Montagnes,7.36283,-7.73423,Mali,-6.125955399,13.6067015,Algeria,2.895104767,30.67591097,Libya,17.36281363,28.84775861,99,2
SInt-FIERI-GG-009-ITA,Italy,Turin,45.1609,7.47211,Nigeria,Edo,6.52416,5.84934,France,2.530972176,47.52936864,,,,,,,99,2
SInt-FIERI-GG-065-ITA,Italy,Turin,45.1609,7.47211,Nigeria,Nassarawa,8.50412,8.27694,Niger,7.936533064,15.71454308,Libya,17.36281363,28.84775861,,,,99,2
SInt-AUTH-NM-209-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Badakhshan,36.781,70.8036,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,1
SInt-AUTH-NM-221-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Baghlan,35.8588,68.9831,Turkey,32.38075029,39.52890223,,,,,,,1,1
SInt-AUTH-NM-217-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Balkh,36.6851,67.2185,Pakistan,69.51473907,29.44411196,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,1,1
SInt-AUTH-NM-239-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Balkh,36.6851,67.2185,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,1
SInt-AUTH-NM-201-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Bamyan,34.9693,67.2365,,,,,,,,,,1,1
SInt-AUTH-NM-251-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Faryab,35.8043,64.7678,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,1
SInt-AUTH-MM-208-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Hilmand,30.9278,63.9824,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,1
SInt-AUTH-NM-249-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Kabul,34.4949,69.3846,Turkey,32.38075029,39.52890223,Bulgaria,25.29017476,42.7400861,,,,1,1
SInt-AUTH-NM-236-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Kandahar,31.135,65.7163,Pakistan,69.51473907,29.44411196,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,1,1
SInt-AUTH-NM-248-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Kandahar,31.135,65.7163,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,1
SInt-AUTH-NM-226-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Kunduz,36.9043,68.682,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,1
SInt-AUTH-NM-244-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Kunduz,36.9043,68.682,Turkey,32.38075029,39.52890223,,,,,,,1,1
SInt-AUTH-NM-253-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Logar,34.0857,69.3047,Pakistan,69.51473907,29.44411196,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,1,1
SInt-AUTH-NM-258-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Nuristan,35.2898,70.7567,Pakistan,69.51473907,29.44411196,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,1,1
SInt-AUTH-NM-218-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Parwan,34.9984,68.8995,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,1
SInt-AUTH-NM-203-GRC,Greece,Attiki,38.0626,23.7997,Afghanistan,Uruzgan,32.807,66.0947,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,1
SInt-SHARP-AI-009-PAK,Pakistan,F.C.T.,33.7011,73.0628,Afghanistan,Logar,34.0857,69.3047,,,,,,,,,,1,1
SInt-SHARP-ZA-144-PAK,Pakistan,N.W.F.P.,34.9407,72.6402,Afghanistan,Faryab,35.8043,64.7678,,,,,,,,,,1,1
SInt-SHARP-NS-211-PAK,Pakistan,N.W.F.P.,34.9407,72.6402,Afghanistan,Kapisa,34.9748,69.6626,Iran,51.71888023,33.94539376,,,,,,,1,1
SInt-SHARP-NS-214-PAK,Pakistan,N.W.F.P.,34.9407,72.6402,Afghanistan,Paktya,33.575,69.3826,,,,,,,,,,1,1
SInt-SHARP-NS-219-PAK,Pakistan,N.W.F.P.,34.9407,72.6402,Afghanistan,Samangan,36.0506,67.683,Saudia Arabia,44.83772131,24.8166084,,,,,,,1,1
SInt-FIERI-FR-078-ITA,Italy,Piacenza,44.8704,9.58167,Afghanistan,Uruzgan,33.8446,66.3011,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,Greece,23.29359968,38.30578202,1,1
SInt-SHARP-SK-314-PAK,Pakistan,Punjab,31.3589,72.3449,Afghanistan,Uruzgan,33.8446,66.3011,,,,,,,,,,1,1
SInt-FIERI-FR-047-ITA,Italy,Rieti,42.3382,12.9445,Afghanistan,Uruzgan,33.8446,66.3011,Turkey,32.38075029,39.52890223,,,,,,,1,1
SInt-FIERI-FR-054-ITA,Italy,Roma,41.965,12.7308,Afghanistan,Ghazni,33.4079,67.8006,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,Greece,23.29359968,38.30578202,1,1
SInt-FIERI-FR-046-ITA,Italy,Roma,41.965,12.7308,Afghanistan,Parwan,34.9984,68.8995,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,Greece,23.29359968,38.30578202,1,1
SInt-SHARP-ZA-242-PAK,Pakistan,Sind,26.3734,68.8685,Afghanistan,Badakhshan,36.781,70.8036,,,,,,,,,,1,1
SInt-SHARP-AR-185-PAK,Pakistan,Sind,26.3734,68.8685,Afghanistan,Kabul,34.4949,69.3846,Iran,51.71888023,33.94539376,,,,,,,1,1
SInt-SHARP-AR-193-PAK,Pakistan,Sind,26.3734,68.8685,Afghanistan,Nangarhar,34.2153,70.3027,,,,,,,,,,1,1
SInt-SHARP-NS-198-PAK,Pakistan,Sind,26.3734,68.8685,Afghanistan,Uruzgan,33.8446,66.3011,,,,,,,,,,1,1
SInt-AUTH-NM-228-GRC,Greece,StereÃ¡ EllÃ¡da,38.6373,22.6102,Afghanistan,Ghazni,33.4079,67.8006,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,1
SInt-AUTH-NM-229-GRC,Greece,StereÃ¡ EllÃ¡da,38.6373,22.6102,Afghanistan,Kabul,34.4949,69.3846,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,1
SInt-FIERI-FR-085-ITA,Italy,Trieste,45.6866,13.7799,Afghanistan,Nangarhar,34.2153,70.3027,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,Bulgaria,25.29017476,42.7400861,1,1
SInt-FIERI-GG-015-ITA,Italy,Turin,45.1609,7.47211,Afghanistan,Uruzgan,33.8446,66.3011,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,Sweden,15.64994036,59.29986864,1,1
SInt-FIERI-FR-033-ITA,Italy,Udine,46.0839,13.1961,Afghanistan,Baghlan,35.8588,68.9831,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,Estonia,25.70091581,58.80098689,1,1
SInt-FIERI-FR-002-ITA,Italy,Udine,46.0839,13.1961,Afghanistan,Parwan,34.9984,68.8995,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,Bulgaria,25.29017476,42.7400861,1,1
SInt-FIERI-FR-030-ITA,Italy,Udine,46.0839,13.1961,Afghanistan,Parwan,34.9984,68.8995,Russia,39.0369402,54.50191849,Ukraine,32.14221423,48.52582913,Hungary,19.26285818,47.22661961,1,1
SInt-FIERI-FR-001-ITA,Italy,Udine,46.0839,13.1961,Afghanistan,Sari Pul,35.7062,66.2158,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,Greece,23.29359968,38.30578202,1,1
SInt-FIERI-FR-005-ITA,Italy,Udine,46.0839,13.1961,Afghanistan,Sari Pul,35.7062,66.2158,Pakistan,69.51473907,29.44411196,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,1,1
SInt-AUTH-NM-276-GRC,Greece,Voreio Aigaio,39.9531,25.2262,Afghanistan,Badakhshan,36.781,70.8036,Turkey,32.38075029,39.52890223,,,,,,,1,1
SInt-AUTH-NM-290-GRC,Greece,Voreio Aigaio,39.9531,25.2262,Afghanistan,Balkh,36.6851,67.2185,Pakistan,69.51473907,29.44411196,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,1,1
SInt-AUTH-NM-281-GRC,Greece,Voreio Aigaio,39.9531,25.2262,Afghanistan,Balkh,36.6851,67.2185,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,1
SInt-AUTH-NM-296-GRC,Greece,Voreio Aigaio,39.9531,25.2262,Afghanistan,Bamyan,34.9693,67.2365,Pakistan,69.51473907,29.44411196,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,1,1
SInt-AUTH-NM-273-GRC,Greece,Voreio Aigaio,39.9531,25.2262,Afghanistan,Bamyan,34.9693,67.2365,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,1,1
SInt-AUTH-NM-278-GRC,Greece,Voreio Aigaio,39.9531,25.2262,Afghanistan,Uruzgan,32.807,66.0947,Pakistan,69.51473907,29.44411196,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,1,1
SInt-AUTH-NM-294-GRC,Greece,Voreio Aigaio,39.9531,25.2262,Afghanistan,Uruzgan,32.807,66.0947,Turkey,32.38075029,39.52890223,,,,,,,1,1
SInt-AUTH-NM-289-GRC,Greece,Voreio Aigaio,39.9531,25.2262,Afghanistan,Wardak,34.4269,68.1087,Pakistan,69.51473907,29.44411196,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,1,1
SInt-AUTH-ST-028-GRC,Greece,Attiki,38.0626,23.7997,DR Congo,Bas-Congo,-5.31907,14.2052,Congo Brazzaville,15.41987322,-1.594456753,Turkey,32.38075029,39.52890223,,,,2,1
SInt-AUTH-ST-013-GRC,Greece,Attiki,38.0626,23.7997,DR Congo,Bas-Congo,-5.31907,14.2052,Angola,17.32677386,-11.8258784,,,,,,,2,1
SInt-AUTH-ST-019-GRC,Greece,Attiki,38.0626,23.7997,DR Congo,KasaÃ¯-Oriental,-4.40511,24.0842,Turkey,32.38075029,39.52890223,,,,,,,2,1
SInt-AUTH-ST-014-GRC,Greece,Attiki,38.0626,23.7997,DR Congo,Kinshasa City,-4.49522,15.8492,Congo Brazzaville,15.41987322,-1.594456753,Angola,17.32677386,-11.8258784,Turkey,32.38075029,39.52890223,2,1
SInt-AUTH-ST-003-GRC,Greece,Attiki,38.0626,23.7997,DR Congo,Kinshasa City,-4.49522,15.8492,Libya,17.36281363,28.84775861,Turkey,32.38075029,39.52890223,,,,2,1
SInt-AUTH-ST-017-GRC,Greece,Attiki,38.0626,23.7997,DR Congo,Kinshasa City,-4.49522,15.8492,Uganda,32.41033028,1.136454049,Turkey,32.38075029,39.52890223,,,,2,1
SInt-FIERI-FR-077-ITA,Italy,Roma,41.965,12.7308,DR Congo,KasaÃ¯-Oriental,-4.40511,24.0842,,,,,,,,,,2,1
SInt-ULEI-IA-066-COD,DR Congo,Sud-Kivu,-3.10474,28.1159,DR Congo,Ã‰quateur,1.21836,20.4731,,,,,,,,,,2,1
SInt-ULEI-SL-098-COD,DR Congo,Sud-Kivu,-3.10474,28.1159,DR Congo,Maniema,-3.26017,26.0336,,,,,,,,,,2,1
SInt-FIERI-GG-007-ITA,Italy,Turin,45.1609,7.47211,DR Congo,KasaÃ¯-Oriental,-4.40511,24.0842,,,,,,,,,,2,1
SInt-FIERI-GG-069-ITA,Italy,Turin,45.1609,7.47211,DR Congo,Kinshasa City,-4.49522,15.8492,China,115.4397119,29.73039522,,,,,,,2,1
SInt-AUTH-ST-027-GRC,Greece,Voreio Aigaio,39.9531,25.2262,DR Congo,Kinshasa City,-4.49522,15.8492,Congo Brazzaville,15.41987322,-1.594456753,Turkey,32.38075029,39.52890223,,,,2,1
SInt-AAU-Sgt-009-ET,Ethiopia,Addis Ababa,8.966,38.7815,Eritrea,Maekel,14.858,38.9679,Sudan,31.34054813,15.54952248,South Sudan,30.28543786,7.07243011,,,,3,1
SInt-FIERI-YSH-173-ITA,Italy,Catania,37.5882,14.969,Eritrea,Maekel,14.858,38.9679,Ethiopia,39.58541543,9.425119357,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,3,1
SInt-FIERI-YSH-153-ITA,Italy,Catania,37.5882,14.969,Eritrea,Maekel,14.858,38.9679,Ethiopia,39.58541543,9.425119357,,,,,,,3,1
SInt-FIERI-YSH-138-ITA,Italy,Crotene,39.1644,16.9491,Eritrea,Anseba,15.2792,39.0563,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,,,,3,1
SInt-FIERI-YSH-181-ITA,Italy,Parma,44.6355,10.04,Eritrea,Maekel,14.858,38.9679,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,,,,3,1
SInt-FIERI-YSH-198-ITA,Italy,Pavia,45.1396,9.2558,Eritrea,Maekel,14.858,38.9679,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,,,,3,1
SInt-FIERI-YSH-197-ITA,Italy,Perugia,43.1011,12.4925,Eritrea,Maekel,14.858,38.9679,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,,,,3,1
SInt-FIERI-YSH-158-ITA,Italy,Rieti,42.3382,12.9445,Eritrea,Maekel,14.858,38.9679,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,,,,3,1
SInt-FIERI-YSH-167-ITA,Italy,Roma,41.965,12.7308,Eritrea,Anseba,15.2792,39.0563,Sudan,31.34054813,15.54952248,,,,,,,3,1
SInt-FIERI-YSH-161-ITA,Italy,Roma,41.965,12.7308,Eritrea,Anseba,15.2792,39.0563,,,,,,,,,,3,1
SInt-FIERI-YSH-194-ITA,Italy,Roma,41.965,12.7308,Eritrea,Gash Barka,15.0297,37.6058,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,,,,3,1
SInt-FIERI-YSH-117-ITA,Italy,Roma,41.965,12.7308,Eritrea,Maekel,14.858,38.9679,Ethiopia,39.58541543,9.425119357,South Sudan,30.28543786,7.07243011,Sudan,31.34054813,15.54952248,3,1
SInt-FIERI-YSH-132-ITA,Italy,Roma,41.965,12.7308,Eritrea,Maekel,14.858,38.9679,Saudi Arabia,44.83772131,24.8166084,,,,,,,3,1
SInt-FIERI-YSH-122-ITA,Italy,Roma,41.965,12.7308,Eritrea,Semenawi Keyih Bahri,16.6263,37.9175,Ethiopia,39.58541543,9.425119357,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,3,1
SInt-AAU-Awe-001-ET,Ethiopia,Tigray,14.1003,38.2158,Eritrea,Anseba,15.2792,39.0563,Sudan,31.34054813,15.54952248,Egypt,30.66905988,28.46983608,Israel,34.83838723,31.8376488,3,1
SInt-AAU-Awe-006-ET,Ethiopia,Tigray,14.1003,38.2158,Eritrea,Gash Barka,15.0297,37.6058,Sudan,31.34054813,15.54952248,,,,,,,3,1
SInt-AAU-Awe-022-ET,Ethiopia,Tigray,14.1003,38.2158,Eritrea,Maekel,14.858,38.9679,Sudan,31.34054813,15.54952248,,,,,,,3,1
SInt-AAU-Mkr-004-ET,Ethiopia,Tigray,14.1003,38.2158,Eritrea,Semenawi Keyih Bahri,16.6263,37.9175,,,,,,,,,,3,1
SInt-FIERI-YSH-127-ITA,Italy,Udine,46.0839,13.1961,Eritrea,Maekel,14.858,38.9679,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,,,,3,1
SInt-YU-KM-002-JOR,Jordan,Ajlun,32.2932,35.761,Syria,Homs (Hims),34.1503,38.1425,,,,,,,,,,4,1
SInt-YU-KM-009-JOR,Jordan,Ajlun,32.2932,35.761,Syria,UNDOF,33.1509,35.8621,,,,,,,,,,4,1
SInt-AUTH-MN-084-GRC,Greece,Attiki,38.0626,23.7997,Syria,Damascus,33.5101,36.2897,,,,,,,,,,4,1
SInt-AUTH-MN-055-GRC,Greece,Attiki,38.0626,23.7997,Syria,Dayr Az Zawr,35.0736,40.275,,,,,,,,,,4,1
SInt-AUTH-MN-032-GRC,Greece,Attiki,38.0626,23.7997,Syria,Idlib,35.8528,36.6829,Syria,38.33040012,35.10949947,,,,,,,4,1
SInt-YU-WA-039-JOR,Jordan,Irbid,32.5559,35.8195,Syria,Aleppo,36.1054,37.601,Syria,38.33040012,35.10949947,,,,,,,4,1
SInt-YU-WA-025-JOR,Jordan,Irbid,32.5559,35.8195,Syria,Damascus,33.5101,36.2897,Lebanon,35.76491298,33.84140811,,,,,,,4,1
SInt-YU-TY-002-JOR,Jordan,Irbid,32.5559,35.8195,Syria,Damascus,33.5101,36.2897,Syria,38.33040012,35.10949947,,,,,,,4,1
SInt-YU-WA-026-JOR,Jordan,Irbid,32.5559,35.8195,Syria,Dar`a,32.8686,36.1698,Lebanon,35.76491298,33.84140811,Egypt,30.66905988,28.46983608,Kuwait,47.94483206,29.23863385,4,1
SInt-YU-WA-037-JOR,Jordan,Irbid,32.5559,35.8195,Syria,Dar`a,32.8686,36.1698,Turkey,32.38075029,39.52890223,,,,,,,4,1
SInt-YU-WA-024-JOR,Jordan,Irbid,32.5559,35.8195,Syria,Idlib,35.8528,36.6829,,,,,,,,,,4,1
SInt-YU-RH-049-JOR,Jordan,Mafraq,32.2481,37.6195,Syria,Ar Raqqah,36.0067,38.9127,,,,,,,,,,4,1
SInt-YU-RH-038-JOR,Jordan,Mafraq,32.2481,37.6195,Syria,Damascus,33.5101,36.2897,,,,,,,,,,4,1
SInt-YU-AGS-040-JOR,Jordan,Mafraq,32.2481,37.6195,Syria,Idlib,35.8528,36.6829,,,,,,,,,,4,1
SInt-FIERI-FR-041-ITA,Italy,Treviso,45.8092,12.2313,Syria,Tartus,34.9274,36.0901,Lebanon,35.76491298,33.84140811,,,,,,,4,1
SInt-AUTH-MI-301-GRC,Greece,Attiki,38.0626,23.7997,Pakistan,Punjab,31.3589,72.3449,Afghanistan,66.04739186,34.38005594,Turkey,32.38075029,39.52890223,,,,5,1
SInt-AUTH-MI-301-GRC,Greece,Attiki,38.0626,23.7997,Pakistan,Sind,26.3734,68.8685,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,5,1
