studyCountry;originCountry;siteType;IDPCamp;gender;age;martialStatus;education;protectionStatus
300;4;1;1;2;3;4;1;1
300;760;1;1;2;3;2;1;2
300;760;1;1;1;3;2;1;2
300;760;1;1;1;2;2;1;1
300;760;1;1;1;3;2;1;2
300;4;1;0;2;3;2;1;2
380;586;3;0;1;2;3;1;3
380;999;3;1;1;2;2;1;2
300;760;1;1;1;2;2;1;2
300;760;1;1;2;2;2;1;#NULL!
300;760;1;1;2;2;2;1;1
300;760;1;1;2;2;2;1;#NULL!
380;999;1;1;1;2;1;1;1
300;760;1;1;1;3;2;1;2
380;999;1;1;1;2;1;1;2
380;586;1;1;1;2;1;1;1
380;999;1;1;1;2;1;1;1
300;760;1;0;1;5;2;1;2
300;4;1;0;2;3;2;1;2
300;4;1;1;2;3;2;1;1
300;760;1;1;1;3;2;1;2
300;760;1;0;1;3;2;1;2
300;4;1;0;2;3;2;1;1
300;760;1;1;1;3;2;1;2
300;760;1;0;1;3;1;1;2
380;586;1;1;1;2;1;1;1
380;4;2;0;1;2;1;1;2
380;999;1;0;1;2;1;1;1
380;232;1;0;2;4;1;1;#NULL!
380;999;1;0;2;3;3;1;1
300;760;1;0;1;2;1;1;1
300;4;1;1;2;3;2;1;1
300;760;1;0;1;2;2;1;2
380;232;1;0;2;6;2;1;3
380;232;1;0;1;4;2;1;2
380;4;1;0;1;2;1;1;2
380;232;1;0;1;2;2;1;2
380;999;1;1;2;3;3;1;#NULL!
380;232;1;0;2;4;1;1;2
380;999;3;0;1;2;1;1;2
380;586;1;0;1;2;1;1;1
300;586;1;0;1;2;1;1;#NULL!
300;760;1;0;1;3;1;1;#NULL!
300;4;1;0;1;3;1;1;4
300;4;1;0;1;3;2;1;#NULL!
300;4;1;0;1;1;1;1;1
300;4;1;0;1;2;1;1;2
300;586;1;0;1;2;1;1;98
300;4;1;0;1;2;2;1;4
300;4;1;1;1;4;2;1;#NULL!
300;4;1;0;1;1;1;1;4
300;4;1;0;1;1;1;1;4
300;760;1;0;1;3;1;1;2
300;760;1;1;1;3;1;1;#NULL!
380;999;1;0;2;3;3;1;1
400;760;3;1;2;3;2;1;#NULL!
400;760;1;1;2;4;2;1;2
231;232;3;1;1;4;2;1;2
400;760;3;1;2;2;2;1;#NULL!
400;760;1;0;2;4;2;1;#NULL!
400;760;1;1;2;3;2;1;2
400;760;3;1;1;3;2;1;#NULL!
231;232;3;1;1;2;1;1;2
231;232;3;1;1;2;1;1;2
400;760;1;0;2;4;2;1;2
400;760;1;0;2;4;2;1;2
400;760;1;1;2;4;2;1;#NULL!
231;232;3;1;2;2;1;1;2
400;760;1;0;2;3;2;1;2
400;760;1;1;2;4;2;1;2
231;232;3;1;1;4;2;1;2
231;232;3;1;2;2;2;1;2
400;760;1;0;2;4;2;1;2
231;232;3;1;2;2;4;1;2
231;232;3;1;1;1;1;1;2
400;760;3;1;2;4;4;1;#NULL!
400;760;1;0;2;3;2;1;2
400;760;1;0;2;3;2;1;2
400;760;1;0;1;4;2;1;2
231;232;3;1;2;2;2;1;#NULL!
231;232;3;1;1;2;3;1;#NULL!
231;232;3;1;2;2;2;1;2
231;232;3;1;1;2;2;1;2
231;232;3;1;2;3;2;1;2
231;232;3;1;2;2;2;1;2
231;232;3;1;2;1;2;1;2
231;232;3;1;1;2;1;1;2
400;760;3;1;1;4;2;1;#NULL!
400;760;3;#NULL!;1;3;2;1;#NULL!
400;760;3;1;1;3;2;1;#NULL!
400;760;1;0;1;4;2;1;2
231;232;3;1;2;4;2;1;2
231;232;3;1;2;4;1;1;2
400;760;1;0;2;3;2;1;2
586;4;2;0;1;5;2;1;#NULL!
231;232;3;1;1;2;2;1;2
231;232;3;1;1;4;2;1;2
231;232;3;1;1;3;2;1;2
231;232;3;1;2;2;2;1;2
231;232;3;1;2;3;4;1;2
231;232;3;1;2;2;1;1;2
231;232;3;1;1;2;1;1;2
231;232;3;1;1;2;1;1;2
231;232;3;1;1;2;2;1;2
231;232;3;1;2;2;4;1;2
231;232;3;1;1;3;2;1;2
231;232;3;1;2;2;2;1;2
400;760;1;0;1;3;2;1;#NULL!
400;760;1;0;1;4;2;1;#NULL!
400;760;1;0;2;4;2;1;#NULL!
400;760;1;0;2;3;2;1;#NULL!
400;760;1;0;2;2;2;1;2
231;232;3;1;1;2;2;1;#NULL!
231;232;3;1;1;3;1;1;#NULL!
231;232;3;1;1;1;1;1;#NULL!
231;232;3;1;1;2;1;1;2
231;232;3;1;1;5;2;1;2
400;760;1;0;2;3;2;1;#NULL!
231;232;3;1;2;2;2;1;2
231;232;3;1;2;2;1;1;2
231;232;3;1;1;3;2;1;2
231;232;3;1;1;4;2;1;2
400;760;1;0;2;4;5;1;#NULL!
400;760;1;0;2;4;2;1;#NULL!
400;760;1;0;2;4;5;1;#NULL!
400;760;1;0;2;3;2;1;1
400;760;1;0;2;3;5;1;#NULL!
231;232;3;1;2;2;2;1;2
400;760;1;0;1;4;2;1;#NULL!
231;232;3;1;1;4;2;1;#NULL!
586;586;1;0;1;3;2;1;#NULL!
231;232;3;1;1;3;2;1;#NULL!
231;232;3;1;1;2;2;1;#NULL!
231;232;3;1;2;1;1;1;2
231;999;3;1;1;2;2;1;2
400;760;1;0;2;2;4;1;#NULL!
400;760;1;0;1;4;2;1;#NULL!
231;232;2;1;1;1;1;1;2
231;232;2;1;1;1;1;1;2
231;232;2;1;1;1;2;1;2
400;760;2;0;2;4;2;1;#NULL!
231;999;3;0;2;2;1;1;#NULL!
400;760;3;0;1;5;2;1;#NULL!
400;760;1;0;2;5;2;1;#NULL!
400;760;1;0;2;4;4;1;#NULL!
400;760;1;0;2;6;2;1;#NULL!
400;760;1;0;2;5;5;1;#NULL!
400;760;1;0;2;5;5;1;98
400;760;2;0;2;4;4;1;#NULL!
400;760;1;0;1;3;2;1;#NULL!
400;760;1;0;2;4;2;1;#NULL!
180;180;2;0;2;4;2;1;#NULL!
400;760;2;0;1;2;1;1;#NULL!
400;760;1;0;1;4;2;1;#NULL!
180;180;2;0;2;3;3;1;#NULL!
586;4;1;0;1;5;2;1;#NULL!
231;232;3;1;1;1;1;1;#NULL!
231;232;3;1;2;1;1;1;#NULL!
400;760;3;0;2;2;1;1;#NULL!
231;232;3;1;1;1;1;1;#NULL!
231;232;3;1;2;1;1;1;#NULL!
231;232;3;1;2;1;1;1;#NULL!
400;760;2;0;1;2;1;1;#NULL!
400;760;2;0;1;3;2;1;#NULL!
400;760;2;0;1;2;2;1;#NULL!
231;232;3;1;1;5;2;1;#NULL!
400;760;2;0;1;3;2;1;#NULL!
400;760;3;0;1;2;2;1;#NULL!
400;760;1;0;1;4;2;1;#NULL!
400;760;1;0;1;1;1;1;#NULL!
400;760;1;0;2;3;2;1;#NULL!
400;760;3;0;1;3;2;1;2
400;760;1;0;1;3;2;1;#NULL!
400;760;1;0;1;2;2;1;#NULL!
400;760;1;0;1;5;2;1;#NULL!
400;760;3;0;1;2;1;1;#NULL!
400;760;1;0;1;3;2;1;#NULL!
400;760;1;0;1;3;2;1;#NULL!
400;760;3;0;2;2;4;1;#NULL!
586;4;1;0;2;4;2;1;#NULL!
231;232;1;0;1;1;1;1;#NULL!
400;760;2;0;1;4;2;1;#NULL!
231;232;3;1;1;1;1;1;#NULL!
400;760;3;0;1;2;2;1;#NULL!
400;760;2;0;1;2;2;1;#NULL!
400;760;2;0;1;4;2;1;#NULL!
400;760;2;0;1;5;2;1;#NULL!
586;4;1;1;1;5;2;1;#NULL!
586;4;1;0;2;3;1;1;#NULL!
180;180;2;0;1;5;2;1;#NULL!
180;180;2;0;1;6;3;1;#NULL!
180;180;2;0;2;6;5;1;#NULL!
400;760;2;0;#NULL!;2;2;1;#NULL!
180;180;2;0;1;6;2;1;#NULL!
400;760;1;0;2;5;2;1;#NULL!
400;760;1;0;1;3;2;1;#NULL!
180;180;1;0;1;4;2;1;#NULL!
586;4;1;0;2;4;2;1;1
586;586;1;0;1;3;2;1;98
400;760;2;0;1;4;2;1;#NULL!
400;760;2;0;2;1;2;1;#NULL!
180;180;1;0;1;5;2;1;#NULL!
180;180;2;0;2;2;2;1;#NULL!
400;760;1;0;1;3;2;1;#NULL!
400;760;1;0;2;5;2;1;#NULL!
180;180;1;0;1;4;3;1;#NULL!
231;232;1;0;1;5;2;1;2
400;760;1;0;1;3;2;1;#NULL!
586;586;2;0;1;3;2;1;#NULL!
400;760;3;0;1;2;3;1;4
400;760;1;0;2;4;2;1;#NULL!
400;760;3;0;1;3;2;1;#NULL!
180;180;1;0;2;2;2;1;#NULL!
180;180;1;0;2;5;2;1;#NULL!
180;180;1;0;1;2;3;1;#NULL!
400;760;1;0;1;2;2;1;#NULL!
400;760;1;0;1;2;1;1;#NULL!
400;760;1;0;1;2;2;1;#NULL!
400;760;1;0;1;3;1;1;#NULL!
400;760;1;0;1;6;2;1;#NULL!
400;760;1;0;2;4;2;1;#NULL!
400;760;3;0;1;2;3;1;#NULL!
400;760;2;0;1;2;2;1;#NULL!
586;4;1;0;1;4;2;1;#NULL!
180;180;2;0;2;3;3;1;#NULL!
231;232;1;0;1;1;1;1;2
231;232;1;0;1;4;2;1;2
231;232;1;0;2;4;2;1;2
400;760;3;0;1;2;2;1;#NULL!
400;760;3;0;1;5;2;1;#NULL!
231;232;1;0;1;5;2;1;2
400;760;2;0;1;5;2;1;#NULL!
180;180;1;0;2;6;5;1;#NULL!
231;232;3;1;1;4;2;1;#NULL!
400;760;2;0;2;4;2;1;#NULL!
231;232;3;1;2;1;1;1;#NULL!
400;760;3;0;1;3;2;1;#NULL!
400;760;3;0;1;5;2;1;#NULL!
586;4;1;0;2;4;2;1;#NULL!
180;180;2;0;2;2;3;1;#NULL!
180;180;1;0;2;3;2;1;#NULL!
586;4;1;0;2;3;2;1;4
586;4;1;0;2;3;2;1;#NULL!
586;4;1;0;1;5;2;1;4
586;4;1;0;1;4;1;1;1
400;760;1;0;1;2;2;1;#NULL!
400;760;1;0;1;3;2;1;#NULL!
400;760;1;0;1;4;2;1;#NULL!
231;232;3;1;1;3;2;1;2
400;760;1;0;1;3;2;1;#NULL!
231;232;3;1;1;4;2;1;2
231;232;3;1;1;3;1;1;2
586;4;1;0;2;3;2;1;1
231;232;3;1;1;1;1;1;#NULL!
586;4;1;0;1;4;2;1;#NULL!
231;232;3;1;1;4;2;1;#NULL!
400;760;2;0;1;2;1;1;#NULL!
180;180;1;0;1;6;2;1;#NULL!
400;760;2;0;1;2;2;1;#NULL!
231;232;3;1;1;4;2;1;#NULL!
180;180;2;0;2;5;2;1;#NULL!
400;760;2;0;1;2;1;1;#NULL!
400;760;3;1;1;2;1;1;#NULL!
231;232;3;1;2;2;2;1;2
400;760;1;0;1;2;1;1;#NULL!
586;4;2;0;1;4;2;1;#NULL!
180;180;2;0;1;3;2;1;#NULL!
180;180;1;0;2;3;2;1;#NULL!
180;180;1;0;2;4;2;1;#NULL!
180;180;2;0;1;5;3;1;#NULL!
180;180;1;0;2;2;3;1;#NULL!
400;760;3;1;2;3;2;1;#NULL!
400;760;3;1;1;4;2;1;#NULL!
180;180;2;0;2;4;2;1;#NULL!
180;180;2;0;2;2;3;1;#NULL!
400;760;3;1;2;3;2;1;#NULL!
180;180;1;0;1;4;2;1;#NULL!
231;232;1;1;2;3;2;1;#NULL!
180;180;2;0;2;3;3;1;#NULL!
400;760;2;0;1;1;1;1;#NULL!
231;232;3;1;1;4;2;1;#NULL!
586;4;1;0;1;4;2;1;#NULL!
586;4;1;0;2;5;5;1;#NULL!
586;4;1;0;1;4;2;1;#NULL!
300;586;1;1;1;1;1;1;1
300;586;1;0;1;2;3;1;1
300;586;1;0;1;2;1;1;1
300;180;1;1;1;4;3;1;1
300;586;1;0;1;3;2;1;4
300;586;1;0;1;2;1;1;1
300;180;1;1;1;3;1;1;1
300;180;3;1;2;3;3;1;#NULL!
300;586;1;0;1;2;2;1;1
300;586;1;0;1;3;2;1;4
300;586;1;0;1;2;1;1;1
300;586;1;0;1;2;2;1;1
300;586;1;0;1;2;1;1;1
300;586;1;0;1;2;1;1;4
380;999;1;0;1;2;1;1;1
300;586;1;0;1;3;2;1;4
300;586;1;0;1;1;1;1;1
300;180;1;0;1;4;3;1;2
300;180;3;1;2;3;3;1;1
300;180;1;1;1;3;1;1;1
300;180;1;0;2;2;3;1;3
300;180;1;1;2;3;3;1;#NULL!
300;180;1;1;2;3;3;1;3
300;180;3;1;1;3;1;1;1
300;180;1;1;1;4;1;1;3
300;180;1;1;1;3;1;1;4
300;180;1;1;1;3;1;1;1
380;999;1;0;1;4;2;1;1
300;4;2;1;2;3;2;1;1
300;760;1;1;1;3;2;1;2
300;4;1;0;2;2;4;1;1
380;999;1;1;1;3;2;1;1
380;586;1;0;1;4;2;1;1
380;586;1;1;1;3;2;1;3
380;999;1;1;1;3;1;1;3
300;4;1;0;1;1;1;1;1
300;760;1;1;1;2;1;1;2
300;760;1;1;1;3;2;1;2
300;760;1;1;1;3;2;1;2
300;4;3;1;1;3;2;1;2
300;760;1;1;2;3;2;1;2
300;760;1;1;1;3;2;1;1
300;760;1;1;1;3;2;1;1
380;586;1;0;1;3;2;1;2
380;#NULL!;3;1;1;2;2;1;2
380;999;1;1;1;2;1;1;3
380;586;1;1;1;3;1;1;1
380;999;3;1;1;2;1;1;2
300;760;1;1;1;3;2;1;2
300;999;1;1;1;2;2;1;1
300;760;1;1;1;3;2;1;2
300;4;1;1;2;1;1;1;2
300;4;1;0;2;2;5;1;1
380;999;1;1;1;3;1;1;1
380;999;1;0;2;2;1;1;2
380;586;1;1;1;2;1;1;1
380;232;1;1;1;4;1;1;2
380;232;1;1;1;2;1;1;2
380;999;3;1;2;2;3;1;1
380;586;1;1;1;2;1;1;1
380;586;1;1;1;3;1;1;1
380;999;1;0;1;2;1;1;1
380;999;3;1;2;2;3;1;1
380;999;1;1;2;3;2;1;2
380;999;3;1;2;2;3;1;1
380;999;2;0;1;2;1;1;3
380;999;1;1;1;2;2;1;1
300;760;1;1;2;5;2;1;2
300;760;1;1;1;4;1;1;2
300;760;1;0;1;3;2;1;2
300;4;3;1;1;3;2;1;1
300;760;1;0;1;3;2;1;2
300;4;1;1;1;3;2;1;1
300;180;1;1;2;3;1;1;#NULL!
380;999;1;1;1;2;3;1;1
380;232;1;0;1;2;1;1;1
380;232;1;0;1;3;1;1;2
380;232;1;0;1;4;2;1;2
380;999;1;0;1;1;1;1;#NULL!
380;999;3;0;1;3;3;1;2
380;999;1;1;1;3;1;1;3
380;232;1;0;1;2;1;1;2
380;232;1;0;1;2;1;1;2
380;999;3;1;1;3;4;1;98
380;232;1;1;1;3;1;1;2
300;4;1;1;1;3;2;1;1
300;760;1;0;1;2;1;1;2
300;760;1;0;1;3;2;1;2
300;760;1;0;1;3;2;1;2
380;586;1;0;1;2;1;1;3
380;232;1;0;1;3;2;1;2
380;232;1;0;2;4;1;1;#NULL!
380;999;1;1;1;3;2;1;2
380;586;1;0;1;3;1;1;2
380;232;1;0;1;3;1;1;2
380;999;1;0;1;3;1;1;2
380;232;1;0;1;4;2;1;2
380;999;1;0;1;3;2;1;2
380;232;1;0;1;3;1;1;2
380;232;1;0;1;2;1;1;2
380;232;1;0;1;3;1;1;2
380;232;1;0;1;3;2;1;2
380;232;1;0;1;3;1;1;2
380;232;1;0;1;3;1;1;2
380;232;1;0;1;3;2;1;2
300;4;1;0;1;3;2;1;2
380;232;1;0;2;3;2;1;2
380;999;1;1;1;3;2;1;2
380;232;1;0;1;3;2;1;2
380;586;1;0;1;2;1;1;2
380;232;1;0;2;4;1;1;2
380;232;1;0;1;3;2;1;2
380;232;1;0;1;3;2;1;2
380;232;1;0;1;4;2;1;2
380;232;1;0;1;3;2;1;2
380;232;1;0;2;4;1;1;#NULL!
380;999;1;0;1;3;1;1;#NULL!
380;999;1;0;1;2;1;1;3
380;586;2;0;1;2;2;1;2
380;232;1;0;1;3;2;1;2
380;232;1;0;1;2;1;1;2
380;232;1;0;1;3;2;1;2
380;999;3;0;1;3;2;1;2
380;999;1;0;1;3;1;1;1
380;586;1;0;1;2;1;1;3
380;232;1;1;1;2;2;1;2
380;232;1;0;2;3;1;1;3
380;232;1;0;2;4;1;1;3
380;586;1;0;1;3;1;1;2
380;232;1;0;1;3;2;1;2
380;232;1;0;1;3;2;1;2
380;999;1;0;1;2;1;1;3
380;999;1;0;1;2;1;1;3
380;999;1;0;1;2;2;1;3
380;999;3;0;1;2;1;1;3
300;586;1;0;1;1;1;1;98
300;586;1;0;1;2;1;1;98
300;586;1;0;1;2;1;1;#NULL!
300;760;1;1;1;3;2;1;1
300;586;1;0;1;2;1;1;#NULL!
300;760;1;1;1;2;1;1;#NULL!
300;4;1;0;1;2;1;1;2
300;586;1;0;1;2;1;1;#NULL!
300;760;1;1;1;2;1;1;2
300;586;1;0;1;2;1;1;#NULL!
380;999;1;0;1;3;1;1;2
300;760;1;1;1;2;1;1;2
380;586;2;0;1;2;2;1;2
380;232;1;0;1;3;1;1;2
380;232;1;0;1;3;1;1;2
380;999;1;0;2;2;1;1;1
400;760;1;0;2;5;4;1;2
400;760;3;1;2;3;2;1;#NULL!
400;760;3;1;2;2;1;1;#NULL!
400;760;1;0;2;2;2;1;2
231;232;3;1;2;4;2;1;2
231;232;3;1;1;4;2;1;2
400;760;3;1;2;3;2;1;#NULL!
400;760;3;1;2;3;2;1;#NULL!
400;760;3;1;1;2;1;1;#NULL!
231;232;3;1;1;3;4;1;#NULL!
231;232;3;1;1;4;2;1;2
231;232;3;1;1;2;1;1;2
231;232;3;0;1;2;1;1;2
300;760;1;1;1;3;2;1;2
231;232;3;1;1;2;1;1;2
231;232;3;1;1;4;2;1;#NULL!
231;232;3;1;1;2;2;1;2
231;232;3;1;1;2;1;1;2
300;4;2;0;2;2;2;1;2
231;232;3;1;1;2;1;1;2
231;232;3;1;2;2;1;1;2
231;232;3;1;2;1;1;1;#NULL!
400;760;1;0;2;3;5;1;#NULL!
231;232;3;1;2;2;1;1;2
231;232;3;1;1;3;1;1;#NULL!
231;232;3;1;1;1;1;1;#NULL!
231;232;1;1;1;2;1;1;#NULL!
400;760;1;0;2;4;2;1;#NULL!
400;760;1;0;2;4;2;1;#NULL!
400;760;1;0;2;3;2;1;#NULL!
231;232;1;0;1;1;1;1;2
586;4;1;1;1;4;2;1;#NULL!
180;180;1;0;2;4;2;1;#NULL!
400;760;1;0;2;5;2;1;#NULL!
400;760;1;0;2;4;2;1;#NULL!
400;760;1;0;2;4;4;1;1
400;760;1;0;2;3;4;1;#NULL!
400;760;1;0;1;4;2;1;#NULL!
400;760;1;0;2;2;2;1;#NULL!
180;180;2;0;2;3;3;1;#NULL!
231;232;2;0;1;3;2;1;2
400;760;2;0;1;2;1;1;#NULL!
400;760;2;#NULL!;1;2;1;1;#NULL!
180;180;2;0;2;5;5;1;#NULL!
231;232;1;0;2;2;2;1;2
180;180;2;0;2;5;5;1;#NULL!
400;760;2;0;1;2;2;1;#NULL!
400;760;1;0;2;4;2;1;1
400;760;1;0;2;4;2;1;1
400;760;1;0;2;4;2;1;#NULL!
400;760;1;0;1;5;2;1;#NULL!
400;760;1;0;1;4;2;1;#NULL!
400;760;1;0;1;4;2;1;#NULL!
400;760;1;0;2;5;2;1;#NULL!
400;760;3;0;1;1;1;1;#NULL!
400;760;3;0;1;2;1;1;#NULL!
400;760;1;0;1;3;2;1;#NULL!
400;760;3;0;1;2;1;1;2
400;760;1;0;2;2;1;1;2
180;180;2;0;2;2;3;1;#NULL!
180;180;2;0;2;5;2;1;#NULL!
400;760;2;0;1;2;1;1;#NULL!
180;180;1;0;1;5;2;1;#NULL!
180;180;2;0;2;6;5;1;#NULL!
180;180;1;0;1;2;1;1;#NULL!
180;180;2;0;2;5;3;1;#NULL!
180;180;2;0;2;2;2;1;#NULL!
180;180;1;0;1;4;2;1;#NULL!
180;180;1;0;2;2;3;1;#NULL!
180;180;2;0;2;3;2;1;#NULL!
180;180;1;0;1;2;3;1;#NULL!
180;180;1;0;2;2;3;1;#NULL!
400;760;1;0;1;3;2;1;#NULL!
400;760;1;0;1;4;4;1;#NULL!
180;180;2;0;2;5;5;1;#NULL!
180;180;2;0;1;5;3;1;#NULL!
180;180;1;0;1;3;1;1;#NULL!
400;760;3;1;1;3;2;1;1
180;180;1;0;2;4;2;1;#NULL!
180;180;2;0;1;2;2;1;#NULL!
400;760;1;0;1;3;2;1;#NULL!
231;232;1;0;2;2;1;1;2
400;760;1;0;1;2;2;1;#NULL!
586;4;2;0;1;4;2;1;#NULL!
400;760;1;0;1;3;2;1;#NULL!
400;760;1;0;1;4;2;1;#NULL!
400;760;3;0;1;5;2;1;#NULL!
400;760;1;0;1;3;2;1;#NULL!
400;760;1;0;2;4;2;1;1
180;180;1;0;2;3;2;1;#NULL!
231;232;1;0;2;2;1;1;2
180;180;1;0;1;3;2;1;#NULL!
180;180;2;0;1;3;3;1;#NULL!
231;232;1;0;2;2;2;1;2
180;180;1;0;2;4;2;1;#NULL!
180;180;2;0;1;3;3;1;#NULL!
180;180;1;0;2;2;2;1;#NULL!
180;180;2;0;1;5;2;1;#NULL!
231;232;1;0;2;3;1;1;98
400;760;1;0;1;4;2;1;#NULL!
231;232;1;0;1;6;2;1;1
231;232;1;0;1;3;2;1;2
231;232;1;0;1;2;1;1;98
180;180;1;0;2;3;2;1;#NULL!
231;232;1;0;2;3;2;1;1
180;180;1;0;1;5;2;1;#NULL!
180;180;1;0;2;4;2;1;#NULL!
180;180;2;0;2;6;2;1;#NULL!
180;180;1;0;2;5;5;1;#NULL!
180;180;1;0;1;2;1;1;#NULL!
180;180;2;0;1;5;3;1;#NULL!
180;180;2;0;2;5;3;1;#NULL!
180;180;1;0;2;5;2;1;#NULL!
231;232;1;0;2;3;1;1;2
180;180;2;0;2;2;3;1;#NULL!
180;180;1;0;2;2;3;1;#NULL!
180;180;1;0;1;3;1;1;#NULL!
180;180;2;0;2;5;3;1;#NULL!
180;180;1;0;2;4;4;1;#NULL!
180;180;2;0;1;2;3;1;#NULL!
180;180;2;0;1;5;3;1;#NULL!
231;232;1;0;1;2;1;1;2
231;232;1;0;2;2;1;1;2
231;232;1;0;1;1;1;1;2
231;232;1;0;2;1;1;1;2
231;232;1;0;2;2;2;1;2
231;232;1;0;2;2;1;1;2
231;232;1;0;2;3;2;1;2
400;760;1;0;1;3;4;1;#NULL!
231;232;1;0;2;1;1;1;2
231;232;1;0;1;1;1;1;2
231;232;1;0;2;3;1;1;2
231;232;1;0;1;2;1;1;98
231;232;1;0;1;2;1;1;98
231;999;1;0;1;2;1;1;2
231;232;1;0;1;2;1;1;98
400;760;3;0;2;3;5;1;#NULL!
231;232;1;0;2;2;1;1;98
231;232;1;0;2;3;1;1;1
231;232;1;0;1;3;1;1;2
231;232;1;0;2;2;1;1;2
231;232;1;0;2;2;1;1;2
231;999;1;0;1;3;1;1;1
400;760;2;0;2;2;2;1;#NULL!
400;760;3;0;1;3;2;1;#NULL!
231;232;1;0;1;3;2;1;4
180;180;2;0;2;3;3;1;#NULL!
231;232;1;0;1;1;1;1;2
400;760;3;0;1;3;4;1;#NULL!
231;232;1;0;1;4;2;1;98
586;4;1;0;1;3;2;1;1
231;232;1;1;2;2;1;1;2
231;232;1;0;2;2;2;1;2
180;180;1;0;1;1;1;1;#NULL!
586;4;1;0;1;4;2;1;#NULL!
180;180;1;0;1;4;2;1;#NULL!
180;180;2;0;2;2;3;1;#NULL!
231;232;1;1;1;2;1;1;#NULL!
180;180;1;0;1;2;3;1;#NULL!
180;180;1;0;2;3;3;1;#NULL!
180;180;2;0;2;2;3;1;#NULL!
231;999;1;0;2;3;1;1;98
180;180;1;0;2;2;3;1;#NULL!
180;999;2;0;2;1;3;1;#NULL!
231;232;1;0;1;3;1;1;4
180;180;2;0;2;2;3;1;#NULL!
180;180;2;0;1;5;2;1;#NULL!
180;180;2;0;2;2;3;1;#NULL!
180;180;2;0;1;2;1;1;#NULL!
231;232;1;0;2;2;1;1;#NULL!
180;180;2;0;2;1;3;1;#NULL!
180;180;2;0;2;4;5;1;#NULL!
231;232;1;0;1;3;1;1;98
180;180;2;0;1;2;1;1;#NULL!
231;232;1;0;2;2;1;1;2
231;232;1;0;1;3;4;1;#NULL!
231;232;1;0;1;2;1;1;#NULL!
231;232;1;0;2;3;2;1;2
231;232;1;0;2;3;1;1;#NULL!
231;232;1;0;1;2;1;1;2
586;4;3;0;1;3;4;1;#NULL!
231;232;1;0;1;2;1;1;2
231;232;1;0;1;2;1;1;1
231;232;1;0;1;2;1;1;#NULL!
231;232;1;0;2;2;2;1;2
586;586;1;0;1;2;1;1;#NULL!
231;232;1;0;2;3;2;1;2
586;4;1;0;1;5;2;1;98
586;586;1;0;1;2;1;1;#NULL!
586;4;1;0;1;4;2;1;#NULL!
231;232;1;1;1;3;2;1;#NULL!
180;180;2;0;1;6;2;1;#NULL!
231;232;1;0;2;1;1;1;#NULL!
180;180;2;0;1;3;2;1;#NULL!
231;232;1;1;1;3;1;1;#NULL!
231;232;1;1;1;2;1;1;#NULL!
231;232;3;1;1;3;1;1;#NULL!
231;232;3;1;1;2;1;1;2
180;180;2;0;1;6;3;1;#NULL!
231;232;1;0;1;2;1;1;#NULL!
400;760;3;0;1;1;1;1;#NULL!
400;760;2;0;1;2;1;1;#NULL!
180;180;2;0;1;4;3;1;#NULL!
586;4;1;0;1;4;5;1;#NULL!
400;760;2;0;1;2;2;1;#NULL!
400;760;2;0;1;2;2;1;#NULL!
180;180;1;0;1;5;3;1;#NULL!
180;180;1;0;1;5;2;1;#NULL!
180;180;1;0;1;5;2;1;#NULL!
180;180;2;0;2;4;3;1;#NULL!
180;180;2;0;1;5;2;1;#NULL!
180;180;2;0;2;2;2;1;#NULL!
400;760;2;0;1;2;1;1;#NULL!
180;180;1;0;1;2;3;1;#NULL!
180;180;1;0;1;6;2;1;#NULL!
180;180;1;0;2;3;3;1;#NULL!
231;232;3;1;1;2;1;1;2
180;180;1;0;1;3;2;1;#NULL!
231;999;3;1;2;2;2;1;2
180;180;1;0;2;2;3;1;#NULL!
180;180;2;0;1;2;2;1;#NULL!
180;180;2;0;2;2;1;1;#NULL!
180;180;1;0;1;3;2;1;#NULL!
180;180;1;0;2;2;2;1;#NULL!
180;180;2;0;2;2;3;1;#NULL!
180;180;1;0;1;6;3;1;#NULL!
231;232;1;1;1;3;2;1;#NULL!
180;180;1;0;1;3;1;1;#NULL!
180;180;1;0;2;3;2;1;#NULL!
180;180;2;0;2;2;2;1;#NULL!
180;180;2;0;2;5;3;1;#NULL!
180;180;2;0;2;2;3;1;#NULL!
586;586;1;0;1;2;1;1;#NULL!
180;180;2;0;2;3;3;1;#NULL!
180;180;1;0;2;2;1;1;#NULL!
180;180;1;0;1;1;1;1;#NULL!
180;180;1;0;1;2;1;1;#NULL!
231;232;1;1;1;3;2;1;#NULL!
180;180;1;0;2;3;2;1;#NULL!
231;232;1;1;1;2;1;1;#NULL!
180;180;1;0;2;2;3;1;#NULL!
180;180;2;0;2;2;3;1;#NULL!
180;180;2;0;2;3;3;1;#NULL!
180;180;1;0;2;2;3;1;#NULL!
180;180;2;0;1;4;2;1;#NULL!
180;180;1;0;2;2;3;1;#NULL!
180;180;2;0;2;3;2;1;#NULL!
180;180;1;0;1;3;3;1;#NULL!
180;180;2;0;1;3;3;1;#NULL!
400;760;3;1;1;5;2;1;#NULL!
180;180;2;0;2;6;5;1;#NULL!
231;232;3;1;1;2;1;1;2
231;232;1;1;2;2;1;1;#NULL!
400;760;1;0;1;2;2;1;#NULL!
180;180;2;0;2;3;2;1;#NULL!
400;760;3;1;1;4;2;1;#NULL!
300;586;1;0;3;2;1;2;1
300;586;1;0;1;2;1;2;1
300;586;1;0;1;4;2;2;4
