submission;studyCountry;originCountry;siteType;IDPCamp;gender;age;maritalStatus;education;protectionStatus;Connectivity;Mobility;Marginalisation
SInt-SHARP-ZA-263-PAK;586;4;1;0;1;4;2;4;#NULL!;25;2;22
SInt-SHARP-ZA-264-PAK;586;4;1;0;1;5;2;4;#NULL!;13;1;25
SInt-SHARP-ZA-265-PAK;586;4;1;0;1;5;2;0;#NULL!;19;1;24
SInt-SHARP-ZA-266-PAK;586;4;1;0;1;4;2;1;#NULL!;18;1;22
SInt-SHARP-ZA-273-PAK;586;4;1;0;1;5;2;0;#NULL!;9;1;26
SInt-SHARP-ZA-274-PAK;586;4;1;0;1;5;2;0;#NULL!;23;1;21
SInt-SHARP-ZA-275-PAK;586;4;1;0;1;4;2;4;#NULL!;8;1;22
SInt-SHARP-ZA-276-PAK;586;4;1;0;1;5;2;0;#NULL!;2;1;24
SInt-SHARP-ZA-277-PAK;586;4;1;0;1;5;2;0;#NULL!;20;8;22
SInt-SHARP-ZA-278-PAK;586;4;1;0;1;4;2;1;#NULL!;2;1;23
SInt-SHARP-ZA-279-PAK;586;4;1;0;1;5;5;0;#NULL!;7;1;22
SInt-SHARP-ZA-280-PAK;586;4;1;0;1;6;5;4;#NULL!;27;1;24
SInt-SHARP-ZA-281-PAK;586;4;1;0;1;5;2;0;#NULL!;7;1;23
SInt-SHARP-ZA-282-PAK;586;4;1;0;1;6;2;0;#NULL!;7;1;24
SInt-SHARP-ZA-283-PAK;586;4;1;0;1;5;2;0;#NULL!;25;1;21
SInt-SHARP-ZA-284-PAK;586;4;1;0;1;3;2;2;#NULL!;7;1;23
SInt-SHARP-ZA-285-PAK;586;4;1;0;1;4;2;0;#NULL!;7;1;22
SInt-SHARP-ZA-286-PAK;586;4;1;0;1;4;2;0;#NULL!;15;1;22
SInt-SHARP-ZA-287-PAK;586;4;1;0;1;5;2;4;#NULL!;2;1;22
SInt-SHARP-ZA-305-PAK;586;4;1;0;1;4;2;1;#NULL!;21;1;22
SInt-SHARP-ZA-306-PAK;586;4;1;0;1;6;5;0;#NULL!;2;1;22
SInt-SHARP-ZA-307-PAK;586;4;1;0;1;6;2;0;#NULL!;7;1;23
SInt-SHARP-ZA-308-PAK;586;4;1;0;1;4;2;0;#NULL!;2;1;22
SInt-SHARP-ZA-317-PAK;586;4;1;0;1;5;2;0;#NULL!;17;1;22
SInt-SHARP-ZA-318-PAK;586;4;1;0;1;4;2;1;#NULL!;14;1;22
SInt-ULEI-IA-001-COD;180;180;1;0;1;3;3;2;#NULL!;16;39;20
SInt-ULEI-IA-002-COD;180;180;1;0;2;2;1;1;#NULL!;8;26;20
SInt-ULEI-IA-003-COD;180;180;1;0;2;3;2;1;#NULL!;17;6;30
SInt-ULEI-IA-004-COD;180;180;1;0;2;2;3;1;#NULL!;16;6;24
SInt-ULEI-IA-005-COD;180;180;1;0;2;2;3;1;#NULL!;9;6;30
SInt-ULEI-IA-006-COD;180;180;1;0;2;2;3;0;#NULL!;15;11;28
SInt-ULEI-IA-007-COD;180;180;2;0;2;3;3;0;#NULL!;8;36;29
SInt-ULEI-IA-008-COD;180;180;1;0;2;3;3;0;#NULL!;14;19;35
SInt-ULEI-IA-009-COD;180;180;1;0;2;2;3;0;#NULL!;18;16;30
SInt-ULEI-IA-010-COD;180;180;1;0;2;3;3;1;#NULL!;29;18;21
SInt-ULEI-IA-011-COD;180;180;1;0;2;2;1;2;#NULL!;25;28;22
SInt-ULEI-IA-012-COD;180;180;1;0;1;6;2;1;#NULL!;21;33;25
SInt-ULEI-IA-013-COD;180;180;1;0;2;2;3;1;#NULL!;6;26;18
SInt-ULEI-IA-014-COD;180;180;1;0;1;2;1;3;#NULL!;29;47;20
SInt-ULEI-IA-015-COD;180;180;1;0;1;2;1;3;#NULL!;16;41;17
SInt-ULEI-IA-016-COD;180;180;1;0;1;5;2;1;#NULL!;8;34;23
SInt-ULEI-IA-017-COD;180;180;1;0;2;5;5;0;#NULL!;11;6;20
SInt-ULEI-IA-018-COD;180;180;1;0;1;1;1;1;#NULL!;17;38;15
SInt-ULEI-IA-019-COD;180;180;1;0;2;3;4;0;#NULL!;11;16;24
SInt-ULEI-IA-020-COD;180;180;1;0;2;3;3;0;#NULL!;4;38;19
SInt-ULEI-IA-021-COD;180;180;1;0;2;2;3;1;#NULL!;22;15;18
SInt-ULEI-IA-022-COD;180;180;2;0;2;5;2;1;#NULL!;16;34;18
SInt-ULEI-IA-023-COD;180;180;2;0;2;5;2;0;#NULL!;6;29;16
SInt-ULEI-IA-024-COD;180;180;2;0;1;3;2;2;#NULL!;5;16;21
SInt-ULEI-IA-025-COD;180;180;2;0;1;3;2;0;#NULL!;22;44;30
SInt-ULEI-IA-026-COD;180;180;2;0;2;3;2;0;#NULL!;14;34;21
SInt-ULEI-IA-027-COD;180;180;2;0;2;3;3;0;#NULL!;3;36;21
SInt-ULEI-IA-028-COD;180;180;2;0;2;3;3;0;#NULL!;12;31;28
SInt-ULEI-IA-029-COD;180;180;2;0;1;2;1;3;#NULL!;17;19;31
SInt-ULEI-IA-030-COD;180;180;2;0;2;3;2;1;#NULL!;18;43;23
SInt-ULEI-IA-031-COD;180;180;2;0;2;3;3;0;#NULL!;24;26;29
SInt-ULEI-IA-032-COD;180;180;2;0;2;3;2;1;#NULL!;13;23;18
SInt-ULEI-IA-033-COD;180;180;2;0;2;2;3;1;#NULL!;16;13;20
SInt-ULEI-IA-034-COD;180;180;2;0;2;6;5;1;#NULL!;14;17;32
SInt-ULEI-IA-035-COD;180;180;2;0;1;4;3;0;#NULL!;8;37;29
SInt-ULEI-IA-036-COD;180;180;2;0;1;3;1;2;#NULL!;15;40;19
SInt-ULEI-IA-037-COD;180;180;2;0;2;3;3;0;#NULL!;15;17;19
SInt-ULEI-IA-038-COD;180;180;2;0;2;4;2;0;#NULL!;16;43;21
SInt-ULEI-IA-039-COD;180;180;2;0;2;5;2;0;#NULL!;7;7;23
SInt-ULEI-IA-040-COD;180;180;2;0;1;5;2;1;#NULL!;11;31;20
SInt-ULEI-IA-041-COD;180;180;2;0;1;6;3;1;#NULL!;6;30;23
SInt-ULEI-IA-042-COD;180;180;2;0;1;6;2;0;#NULL!;9;36;20
SInt-ULEI-IA-043-COD;180;180;2;0;1;5;2;2;#NULL!;18;6;30
SInt-ULEI-IA-044-COD;180;180;2;0;1;6;3;2;#NULL!;12;14;27
SInt-ULEI-IA-045-COD;180;180;2;0;2;5;5;1;#NULL!;4;34;17
SInt-ULEI-IA-046-COD;180;180;2;0;2;2;3;1;#NULL!;27;22;29
SInt-ULEI-IA-047-COD;180;180;2;0;1;2;2;1;#NULL!;19;26;20
SInt-ULEI-IA-048-COD;180;180;2;0;2;4;3;1;#NULL!;8;32;19
SInt-ULEI-IA-049-COD;180;999;2;0;2;1;3;1;#NULL!;28;28;27
SInt-ULEI-IA-050-COD;180;180;2;0;2;1;3;1;#NULL!;17;26;39
SInt-ULEI-IA-051-COD;180;180;2;0;1;5;2;1;#NULL!;19;42;19
SInt-ULEI-IA-052-COD;180;180;2;0;1;6;3;1;#NULL!;14;32;32
SInt-ULEI-IA-053-COD;180;180;2;0;1;3;2;1;#NULL!;11;36;16
SInt-ULEI-IA-054-COD;180;180;2;0;1;4;3;3;#NULL!;7;44;27
SInt-ULEI-IA-055-COD;180;180;2;0;1;4;3;0;#NULL!;12;37;18
SInt-ULEI-IA-056-COD;180;180;2;0;1;2;1;3;#NULL!;20;39;19
SInt-ULEI-IA-057-COD;180;180;2;0;2;5;3;1;#NULL!;33;36;17
SInt-ULEI-IA-058-COD;180;180;2;0;2;3;3;0;#NULL!;12;10;35
SInt-ULEI-IA-059-COD;180;180;2;0;2;2;3;1;#NULL!;12;40;28
SInt-ULEI-IA-060-COD;180;180;2;0;2;4;2;1;#NULL!;23;39;14
SInt-ULEI-IA-061-COD;180;180;2;0;1;6;2;1;#NULL!;18;16;18
SInt-ULEI-IA-062-COD;180;180;2;0;2;3;3;1;#NULL!;21;29;19
SInt-ULEI-IA-063-COD;180;180;2;0;1;2;1;1;#NULL!;31;32;17
SInt-ULEI-IA-064-COD;180;180;2;0;2;6;2;0;#NULL!;7;26;23
SInt-ULEI-IA-065-COD;180;180;2;0;2;2;2;1;#NULL!;9;38;22
SInt-ULEI-IA-066-COD;180;180;2;0;2;3;3;1;#NULL!;15;18;24
SInt-ULEI-IA-067-COD;180;180;2;0;2;2;3;1;#NULL!;20;8;22
SInt-ULEI-IA-068-COD;180;180;2;0;1;1;1;0;#NULL!;27;46;14
SInt-ULEI-IA-069-COD;180;180;2;0;2;6;4;0;#NULL!;21;19;18
SInt-ULEI-IA-070-COD;180;180;2;0;2;5;5;1;#NULL!;9;9;21
SInt-ULEI-IA-071-COD;180;180;2;0;2;5;2;1;#NULL!;12;46;23
SInt-ULEI-IA-072-COD;180;180;2;0;2;2;3;1;#NULL!;21;21;24
SInt-ULEI-IA-073-COD;180;180;2;0;2;4;4;0;#NULL!;11;33;28
SInt-ULEI-IA-074-COD;180;180;2;0;2;3;4;0;#NULL!;14;6;24
SInt-ULEI-IA-075-COD;180;180;2;0;2;4;5;1;#NULL!;21;45;37
SInt-ULEI-IA-076-COD;180;180;2;0;2;3;3;0;#NULL!;12;10;22
SInt-ULEI-IA-077-COD;180;180;2;0;1;5;2;2;#NULL!;14;45;26
SInt-ULEI-IA-078-COD;180;180;2;0;2;3;4;0;#NULL!;7;28;21
SInt-ULEI-IA-079-COD;180;180;2;0;2;2;3;0;#NULL!;14;36;28
SInt-ULEI-IA-080-COD;180;180;2;0;1;2;1;0;#NULL!;15;8;24
SInt-ULEI-IA-081-COD;180;180;2;0;1;2;1;1;#NULL!;19;34;12
SInt-ULEI-IA-082-COD;180;999;2;0;2;3;5;0;#NULL!;23;19;26
SInt-ULEI-IA-083-COD;180;180;2;0;2;6;5;1;#NULL!;7;28;33
SInt-ULEI-IA-084-COD;180;180;2;0;2;4;3;0;#NULL!;7;30;23
SInt-ULEI-IA-085-COD;180;180;2;0;2;6;5;0;#NULL!;12;43;28
SInt-ULEI-IA-086-COD;180;180;2;0;1;4;3;0;#NULL!;12;7;29
SInt-ULEI-IA-087-COD;180;180;2;0;1;5;3;0;#NULL!;2;7;19
SInt-ULEI-IA-088-COD;180;180;2;0;2;4;2;0;#NULL!;4;16;15
SInt-ULEI-IA-089-COD;180;180;2;0;2;5;3;1;#NULL!;5;36;24
SInt-ULEI-IA-090-COD;180;180;2;0;2;4;2;1;#NULL!;4;37;22
SInt-ULEI-IA-091-COD;180;180;2;0;2;5;4;0;#NULL!;5;36;33
SInt-ULEI-IA-092-COD;180;180;2;0;2;3;3;1;#NULL!;4;27;20
SInt-ULEI-IA-093-COD;180;180;2;0;1;5;2;3;#NULL!;26;46;16
SInt-ULEI-IA-094-COD;180;180;2;0;2;3;2;0;#NULL!;11;39;16
SInt-ULEI-IA-095-COD;180;180;2;0;2;6;5;1;#NULL!;8;26;40
SInt-ULEI-IA-096-COD;180;180;2;0;1;5;2;1;#NULL!;20;15;23
SInt-ULEI-IA-097-COD;180;180;2;0;2;3;3;1;#NULL!;8;21;36
SInt-ULEI-IA-098-COD;180;180;2;0;2;4;4;0;#NULL!;1;5;19
SInt-ULEI-IA-099-COD;180;180;2;0;1;6;2;3;#NULL!;10;14;16
SInt-ULEI-IA-100-COD;180;180;2;0;1;5;2;3;#NULL!;46;13;16
SInt-ULEI-JR-001-COD;180;180;2;0;1;3;3;0;#NULL!;11;34;33
SInt-ULEI-JR-002-COD;180;180;2;0;2;2;3;0;#NULL!;28;32;27
SInt-ULEI-JR-003-COD;180;180;1;0;2;5;2;0;#NULL!;10;13;22
SInt-ULEI-JR-004-COD;180;180;1;0;2;2;3;2;#NULL!;5;19;34
SInt-ULEI-JR-005-COD;180;180;1;0;2;2;3;0;#NULL!;10;28;27
SInt-ULEI-JR-006-COD;180;180;1;0;1;5;2;1;#NULL!;39;16;21
SInt-ULEI-JR-007-COD;180;180;1;0;2;2;2;2;#NULL!;22;22;23
SInt-ULEI-JR-008-COD;180;180;2;0;2;3;3;0;#NULL!;4;15;40
SInt-ULEI-JR-009-COD;180;180;1;0;1;3;3;1;#NULL!;7;14;26
SInt-ULEI-JR-010-COD;180;180;1;0;1;6;2;2;#NULL!;35;13;38
SInt-ULEI-JR-011-COD;180;180;2;0;1;3;2;1;#NULL!;12;5;17
SInt-ULEI-JR-012-COD;180;180;2;0;1;5;3;1;#NULL!;6;10;35
SInt-ULEI-JR-013-COD;180;180;1;0;1;3;1;2;#NULL!;10;20;31
SInt-ULEI-JR-014-COD;180;180;1;0;1;3;2;1;#NULL!;16;20;27
SInt-ULEI-JR-015-COD;180;180;1;0;1;2;1;0;#NULL!;4;5;46
SInt-ULEI-JR-016-COD;180;180;1;0;1;3;3;2;#NULL!;34;37;23
SInt-ULEI-JR-017-COD;180;180;1;0;2;4;2;1;#NULL!;15;10;39
SInt-ULEI-JR-018-COD;180;180;1;0;2;4;2;0;#NULL!;33;13;28
SInt-ULEI-JR-019-COD;180;180;1;0;1;3;1;1;#NULL!;25;22;50
SInt-ULEI-JR-020-COD;180;180;1;0;2;3;2;1;#NULL!;40;19;25
SInt-ULEI-JR-021-COD;180;180;1;0;1;4;2;1;#NULL!;36;26;28
SInt-ULEI-JR-022-COD;180;180;1;0;1;4;2;2;#NULL!;36;20;16
SInt-ULEI-JR-023-COD;180;180;1;0;1;3;2;2;#NULL!;15;24;18
SInt-ULEI-JR-024-COD;180;180;1;0;1;3;2;1;#NULL!;6;5;22
SInt-ULEI-JR-025-COD;180;180;1;0;1;3;2;2;#NULL!;30;5;26
SInt-ULEI-JR-026-COD;180;180;1;0;1;6;2;1;#NULL!;12;15;28
SInt-ULEI-JR-027-COD;180;180;1;0;2;3;2;1;#NULL!;10;12;16
SInt-ULEI-JR-028-COD;180;180;1;0;1;3;1;1;#NULL!;15;15;24
SInt-ULEI-JR-029-COD;180;180;1;0;1;5;2;1;#NULL!;45;20;23
SInt-ULEI-JR-030-COD;180;180;1;0;2;3;2;0;#NULL!;20;24;24
SInt-ULEI-JR-031-COD;180;180;1;0;1;3;3;2;#NULL!;39;35;36
SInt-ULEI-JR-032-COD;180;180;1;0;2;4;3;0;#NULL!;7;5;27
SInt-ULEI-JR-033-COD;180;180;1;0;2;5;5;1;#NULL!;38;24;31
SInt-ULEI-JR-034-COD;180;180;1;0;2;4;3;0;#NULL!;29;14;30
SInt-ULEI-JR-035-COD;180;180;1;0;2;6;5;0;#NULL!;25;12;29
SInt-ULEI-JR-036-COD;180;180;1;0;2;4;4;1;#NULL!;26;26;28
SInt-ULEI-JR-037-COD;180;180;1;0;1;2;1;2;#NULL!;11;37;32
SInt-ULEI-JR-038-COD;180;180;1;0;2;4;2;1;#NULL!;29;5;36
SInt-ULEI-JR-039-COD;180;180;1;0;1;4;2;1;#NULL!;28;20;26
SInt-ULEI-JR-040-COD;180;180;1;0;2;3;2;1;#NULL!;10;20;26
SInt-ULEI-JR-041-COD;180;180;1;0;2;5;2;2;#NULL!;33;10;23
SInt-ULEI-JR-042-COD;180;180;1;0;1;4;2;1;#NULL!;9;17;38
SInt-ULEI-JR-043-COD;180;180;1;0;1;5;3;2;#NULL!;31;26;39
SInt-ULEI-JR-044-COD;180;180;1;0;1;2;1;0;#NULL!;14;32;40
SInt-ULEI-JR-045-COD;180;180;1;0;1;5;2;1;#NULL!;18;17;28
SInt-ULEI-JR-046-COD;180;180;1;0;1;4;2;0;#NULL!;16;15;21
SInt-ULEI-JR-047-COD;180;180;1;0;1;2;1;3;#NULL!;22;19;22
SInt-ULEI-JR-048-COD;180;180;1;0;1;2;1;1;#NULL!;36;19;28
SInt-ULEI-JR-049-COD;180;180;1;0;1;3;2;1;#NULL!;41;26;18
SInt-ULEI-JR-050-COD;180;180;1;0;1;5;3;1;#NULL!;13;19;20
SInt-ULEI-JR-051-COD;180;180;1;0;1;5;2;1;#NULL!;13;17;16
SInt-ULEI-JR-052-COD;180;180;1;0;1;2;1;3;#NULL!;37;15;14
SInt-ULEI-JR-053-COD;180;180;1;0;2;2;3;1;#NULL!;9;12;30
SInt-ULEI-JR-054-COD;180;180;1;0;2;5;2;1;#NULL!;39;16;32
SInt-ULEI-JR-055-COD;180;180;1;0;2;5;2;1;#NULL!;29;12;22
SInt-ULEI-JR-056-COD;180;180;1;0;2;2;3;1;#NULL!;14;10;22
SInt-ULEI-JR-057-COD;180;180;1;0;2;2;3;0;#NULL!;16;29;26
SInt-ULEI-JR-058-COD;180;180;1;0;2;5;2;0;#NULL!;31;12;23
SInt-ULEI-JR-059-COD;180;180;1;0;1;4;2;2;#NULL!;40;38;22
SInt-ULEI-JR-060-COD;180;180;2;0;2;2;3;1;#NULL!;14;14;24
SInt-ULEI-JR-061-COD;180;180;2;0;1;2;3;1;#NULL!;28;30;23
SInt-ULEI-JR-062-COD;180;180;2;0;2;2;3;1;#NULL!;21;21;30
SInt-ULEI-JR-063-COD;180;180;2;0;2;4;5;0;#NULL!;6;15;36
SInt-ULEI-JR-064-COD;180;180;2;0;2;3;2;0;#NULL!;7;15;28
SInt-ULEI-JR-065-COD;180;180;2;0;2;2;2;1;#NULL!;5;15;34
SInt-ULEI-JR-066-COD;180;180;2;0;2;3;3;0;#NULL!;4;15;26
SInt-ULEI-JR-067-COD;180;180;2;0;2;5;2;0;#NULL!;6;15;35
SInt-ULEI-JR-068-COD;180;180;2;0;2;2;3;2;#NULL!;25;30;30
SInt-ULEI-JR-069-COD;180;180;2;0;2;2;1;1;#NULL!;7;21;31
SInt-ULEI-JR-070-COD;180;180;2;0;1;2;3;2;#NULL!;23;11;34
SInt-ULEI-JR-071-COD;180;180;2;0;2;2;2;0;#NULL!;4;6;32
SInt-ULEI-JR-072-COD;180;180;2;0;2;4;2;0;#NULL!;6;5;36
SInt-ULEI-JR-073-COD;180;180;2;0;1;4;2;1;#NULL!;4;15;39
SInt-ULEI-JR-074-COD;180;180;2;0;2;2;2;1;#NULL!;31;15;31
SInt-ULEI-JR-075-COD;180;180;2;0;2;2;3;1;#NULL!;5;10;32
SInt-ULEI-JR-076-COD;180;180;1;0;1;3;1;3;#NULL!;13;31;30
SInt-ULEI-JR-077-COD;180;180;1;0;2;3;2;2;#NULL!;24;15;24
SInt-ULEI-JR-078-COD;180;180;1;0;1;5;2;2;#NULL!;30;31;34
SInt-ULEI-JR-079-COD;180;180;1;0;2;2;2;1;#NULL!;28;11;22
SInt-ULEI-JR-080-COD;180;180;1;0;2;3;2;2;#NULL!;41;14;32
SInt-ULEI-JR-081-COD;180;180;1;0;2;2;2;1;#NULL!;19;15;34
SInt-ULEI-JR-082-COD;180;180;1;0;2;2;2;2;#NULL!;34;12;28
SInt-ULEI-JR-083-COD;180;180;1;0;2;3;2;2;#NULL!;41;14;25
SInt-ULEI-JR-084-COD;180;180;1;0;1;4;2;0;#NULL!;11;12;36
SInt-ULEI-JR-085-COD;180;180;1;0;1;3;2;2;#NULL!;22;10;22
SInt-ULEI-JR-086-COD;180;180;1;0;1;6;3;1;#NULL!;16;13;24
SInt-ULEI-JR-087-COD;180;180;1;0;2;3;2;2;#NULL!;11;29;26
SInt-ULEI-JR-088-COD;180;180;1;0;1;3;3;2;#NULL!;32;10;27
SInt-ULEI-JR-089-COD;180;180;1;0;2;6;5;1;#NULL!;30;11;24
SInt-ULEI-JR-090-COD;180;180;1;0;1;4;3;0;#NULL!;31;5;19
SInt-ULEI-JR-091-COD;180;180;1;0;2;1;1;0;#NULL!;12;5;34
SInt-ULEI-JR-092-COD;180;180;1;0;2;3;2;0;#NULL!;43;13;16
SInt-ULEI-JR-093-COD;180;180;1;0;2;2;3;1;#NULL!;31;5;32
SInt-ULEI-JR-094-COD;180;180;1;0;1;6;5;2;#NULL!;37;5;29
SInt-ULEI-JR-095-COD;180;180;1;0;2;3;2;1;#NULL!;14;14;22
SInt-ULEI-JR-096-COD;180;180;1;0;1;5;2;2;#NULL!;9;10;35
SInt-ULEI-JR-097-COD;180;180;1;0;2;5;4;0;#NULL!;28;12;34
SInt-ULEI-JR-098-COD;180;180;1;0;1;2;1;1;#NULL!;11;15;28
SInt-ULEI-JR-099-COD;180;180;1;0;1;1;1;1;#NULL!;30;26;24
SInt-ULEI-JR-100-COD;180;180;1;0;1;2;3;1;#NULL!;12;5;23
SInt-ULEI-SL-001-COD;180;180;1;0;1;2;3;1;#NULL!;33;13;20
SInt-ULEI-SL-002-COD;180;180;1;0;2;2;2;2;#NULL!;52;20;20
SInt-ULEI-SL-003-COD;180;180;1;0;1;3;2;2;#NULL!;45;17;19
SInt-ULEI-SL-004-COD;180;180;1;0;1;2;3;1;#NULL!;32;12;19
SInt-ULEI-SL-005-COD;180;180;2;0;2;2;3;0;#NULL!;25;13;21
SInt-ULEI-SL-006-COD;180;180;2;0;2;3;4;0;#NULL!;26;13;23
SInt-ULEI-SL-007-COD;180;180;2;0;2;3;5;0;#NULL!;23;11;24
SInt-ULEI-SL-008-COD;180;180;2;0;1;3;3;1;#NULL!;43;11;31
SInt-ULEI-SL-009-COD;180;180;2;0;1;5;2;2;#NULL!;30;23;36
SInt-ULEI-SL-010-COD;180;180;2;0;2;6;3;0;#NULL!;14;16;46
SInt-ULEI-SL-011-COD;180;180;1;0;2;3;3;0;#NULL!;25;6;24
SInt-ULEI-SL-012-COD;180;180;1;0;2;4;2;1;#NULL!;49;38;42
SInt-ULEI-SL-013-COD;180;180;1;0;1;5;2;0;#NULL!;31;6;34
SInt-ULEI-SL-014-COD;180;180;1;0;1;4;3;2;#NULL!;32;10;40
SInt-ULEI-SL-015-COD;180;180;1;0;2;2;3;1;#NULL!;45;16;20
SInt-ULEI-SL-016-COD;180;180;2;0;1;3;3;1;#NULL!;12;16;18
SInt-ULEI-SL-017-COD;180;180;2;0;2;4;2;0;#NULL!;47;15;24
SInt-ULEI-SL-018-COD;180;180;2;0;1;2;2;1;#NULL!;39;15;34
SInt-ULEI-SL-019-COD;180;180;1;0;2;2;3;1;#NULL!;43;15;30
SInt-ULEI-SL-020-COD;180;180;1;0;2;2;3;2;#NULL!;24;13;18
SInt-ULEI-SL-021-COD;180;180;1;0;2;4;2;1;#NULL!;23;37;10
SInt-ULEI-SL-022-COD;180;180;1;0;2;2;2;1;#NULL!;26;36;30
SInt-ULEI-SL-023-COD;180;180;1;0;2;2;3;2;#NULL!;42;26;22
SInt-ULEI-SL-024-COD;180;180;1;0;2;2;3;0;#NULL!;36;13;26
SInt-ULEI-SL-025-COD;180;180;2;0;2;2;2;1;#NULL!;41;15;24
SInt-ULEI-SL-026-COD;180;180;1;0;2;2;2;2;#NULL!;44;15;24
SInt-ULEI-SL-027-COD;180;180;1;0;1;4;3;1;#NULL!;33;27;35
SInt-ULEI-SL-028-COD;180;180;1;0;1;5;3;0;#NULL!;40;16;31
SInt-ULEI-SL-029-COD;180;180;1;0;1;2;3;1;#NULL!;33;43;26
SInt-ULEI-SL-030-COD;180;180;1;0;1;4;3;0;#NULL!;46;45;31
SInt-ULEI-SL-031-COD;180;180;1;0;1;2;3;0;#NULL!;55;13;31
SInt-ULEI-SL-032-COD;180;180;1;0;1;3;2;2;#NULL!;42;35;15
SInt-ULEI-SL-033-COD;180;180;1;0;2;4;4;0;#NULL!;18;25;27
SInt-ULEI-SL-034-COD;180;180;1;0;2;3;4;0;#NULL!;42;26;23
SInt-ULEI-SL-035-COD;180;180;1;0;2;5;3;0;#NULL!;41;21;27
SInt-ULEI-SL-036-COD;180;180;1;0;2;3;3;0;#NULL!;32;32;26
SInt-ULEI-SL-037-COD;180;180;1;0;2;2;4;0;#NULL!;42;23;20
SInt-ULEI-SL-038-COD;180;180;1;0;1;4;2;1;#NULL!;32;32;18
SInt-ULEI-SL-039-COD;180;180;1;0;2;3;2;2;#NULL!;47;11;10
SInt-ULEI-SL-040-COD;180;180;1;0;1;3;1;1;#NULL!;31;23;35
SInt-ULEI-SL-041-COD;180;180;2;0;2;4;5;0;#NULL!;22;6;41
SInt-ULEI-SL-042-COD;180;180;2;0;1;2;1;0;#NULL!;41;44;27
SInt-ULEI-SL-043-COD;180;180;2;0;2;5;3;1;#NULL!;35;16;30
SInt-ULEI-SL-044-COD;180;180;2;0;1;4;3;0;#NULL!;47;25;12
SInt-ULEI-SL-045-COD;180;180;2;0;1;5;3;1;#NULL!;37;21;16
SInt-ULEI-SL-046-COD;180;180;2;0;2;2;3;1;#NULL!;15;33;12
SInt-ULEI-SL-047-COD;180;180;2;0;1;3;2;3;#NULL!;35;21;24
SInt-ULEI-SL-048-COD;180;180;2;0;1;5;2;2;#NULL!;34;16;45
SInt-ULEI-SL-049-COD;180;180;2;0;1;3;2;2;#NULL!;35;43;39
SInt-ULEI-SL-050-COD;180;180;2;0;2;2;2;2;#NULL!;29;26;28
SInt-ULEI-SL-051-COD;180;180;2;0;2;5;3;1;#NULL!;38;6;24
SInt-ULEI-SL-052-COD;180;180;2;0;2;3;2;0;#NULL!;27;16;22
SInt-ULEI-SL-053-COD;180;180;2;0;2;2;3;1;#NULL!;23;16;30
SInt-ULEI-SL-054-COD;180;180;2;0;2;3;3;1;#NULL!;34;37;32
SInt-ULEI-SL-055-COD;180;180;2;0;2;3;3;0;#NULL!;36;16;34
SInt-ULEI-SL-056-COD;180;180;2;0;2;2;3;0;#NULL!;34;31;31
SInt-ULEI-SL-057-COD;180;180;2;0;2;2;2;0;#NULL!;7;31;26
SInt-ULEI-SL-058-COD;180;180;2;0;2;2;2;0;#NULL!;31;21;29
SInt-ULEI-SL-059-COD;180;180;2;0;1;5;3;1;#NULL!;39;21;26
SInt-ULEI-SL-060-COD;180;180;2;0;2;2;3;1;#NULL!;4;6;24
SInt-ULEI-SL-061-COD;180;180;2;0;1;5;2;1;#NULL!;37;36;18
SInt-ULEI-SL-062-COD;180;180;2;0;2;2;2;0;#NULL!;30;6;20
SInt-ULEI-SL-063-COD;180;180;2;0;1;5;3;1;#NULL!;35;49;22
SInt-ULEI-SL-064-COD;180;180;2;0;2;3;2;2;#NULL!;46;6;22
SInt-ULEI-SL-065-COD;180;180;2;0;2;3;2;1;#NULL!;46;25;16
SInt-ULEI-SL-066-COD;180;180;2;0;2;3;3;1;#NULL!;34;11;19
SInt-ULEI-SL-067-COD;180;180;2;0;2;3;3;0;#NULL!;24;31;31
SInt-ULEI-SL-068-COD;180;180;2;0;1;4;2;3;#NULL!;39;16;10
SInt-ULEI-SL-069-COD;180;180;2;0;2;4;2;0;#NULL!;47;36;16
SInt-ULEI-SL-070-COD;180;180;1;0;2;4;2;1;#NULL!;37;16;8
SInt-ULEI-SL-071-COD;180;180;1;0;2;3;3;2;#NULL!;29;26;33
SInt-ULEI-SL-072-COD;180;180;1;0;2;3;3;1;#NULL!;17;25;29
SInt-ULEI-SL-073-COD;180;180;1;0;2;3;2;1;#NULL!;38;26;24
SInt-ULEI-SL-074-COD;180;180;1;0;1;3;2;2;#NULL!;17;36;20
SInt-ULEI-SL-075-COD;180;180;1;0;1;4;2;0;#NULL!;26;32;20
SInt-ULEI-SL-076-COD;180;180;1;0;1;2;1;1;#NULL!;44;15;12
SInt-ULEI-SL-077-COD;180;180;2;0;1;3;3;2;#NULL!;50;16;22
SInt-ULEI-SL-078-COD;180;180;2;0;1;4;3;0;#NULL!;41;12;18
SInt-ULEI-SL-079-COD;180;180;2;0;1;5;2;0;#NULL!;38;31;15
SInt-ULEI-SL-080-COD;180;180;2;0;1;6;2;1;#NULL!;39;36;20
SInt-ULEI-SL-081-COD;180;180;2;0;1;4;4;0;#NULL!;23;6;24
SInt-ULEI-SL-082-COD;180;180;2;0;1;5;2;0;#NULL!;31;21;16
SInt-ULEI-SL-083-COD;180;180;2;0;2;5;5;1;#NULL!;43;36;17
